SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
GO,Uruana,COLEGIO ESTADUAL JOSE ALVES TOLEDO,2,1,107,3.0,80,74.77,523.1,452.9,471.43,445.41,493.25,Grupo 2,44.7,83.75,87.4,8.4,4.2,Maior que 90 alunos
GO,Uruana,COLEGIO ESTADUAL JOSE RIBEIRO MAGALHAES,2,1,24,1.0,14,58.33,525.39,482.61,485.8,434.99,454.29,Grupo 2,33.8,85.71,93.2,2.7,4.1,De 1 a 30 alunos
GO,Anápolis,COLEGIO AUXILIUM,4,1,21,0.0,20,95.24,603.29,565.87,573.63,580.49,658.0,Grupo 5,86.0,75.0,88.0,12.0,0.0,De 1 a 30 alunos
GO,Anápolis,COLEGIO COUTO MAGALHAES,4,1,68,0.0,52,76.47,624.64,555.57,577.07,533.93,670.77,Grupo 5,64.8,69.23,88.4,11.6,0.0,De 61 a 90 alunos
GO,Anápolis,COLEGIO ESTADUAL ADOLPHO BATISTA,2,1,30,0.0,21,70.0,538.27,432.0,467.24,406.04,511.43,Grupo 3,37.2,80.95,91.2,5.9,2.9,De 1 a 30 alunos
GO,Anápolis,COLEGIO ESTADUAL ANTENSINA SANTANA,2,1,279,1.0,175,62.72,537.2,464.2,486.23,449.22,506.06,Grupo 3,47.8,52.0,79.8,14.9,5.3,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL CARLOS DE PINA,2,1,29,0.0,19,65.52,570.64,482.86,521.67,486.25,510.53,Grupo 4,41.5,63.16,76.7,19.0,4.3,De 1 a 30 alunos
GO,Anápolis,CENTRO EDUCACIONAL DE PERIODO INTEGRAL DOUTOR GENSERICO GONZAGA JAIME,2,1,32,0.0,29,90.63,559.9,490.5,524.58,510.65,538.62,Grupo 3,49.5,51.72,94.7,5.3,0.0,De 31 a 60 alunos
GO,Anápolis,COLEGIO ESTADUAL GOMES DE SOUZA RAMOS,2,1,189,3.0,100,52.91,532.64,457.23,474.08,453.9,474.2,Grupo 3,67.9,60.0,91.7,7.3,1.0,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL JOSE LUDOVICO DE ALMEIDA,2,1,154,1.0,103,66.88,540.46,462.37,494.13,463.38,518.83,Grupo 3,58.5,69.9,79.6,10.6,9.8,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL PADRE FERNANDO GOMES DE MELO,2,1,95,0.0,59,62.11,518.3,464.97,475.51,436.54,482.37,Grupo 3,45.6,61.02,65.6,20.7,13.7,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL PROFESSORA HELENA NASSER,2,1,115,0.0,60,52.17,529.62,470.1,475.72,441.52,481.0,Grupo 3,54.7,65.0,89.7,2.6,7.7,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL PROFESSOR HELI ALVES FERREIRA,2,1,154,3.0,107,69.48,560.38,470.97,516.83,466.56,531.96,Grupo 3,68.5,59.81,78.6,13.8,7.6,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL VIRGINIO SANTILLO,2,1,164,0.0,95,57.93,529.81,458.19,485.06,433.39,495.37,Grupo 3,58.1,57.89,85.2,5.9,8.9,Maior que 90 alunos
GO,Anápolis,COLEGIO GALILEU,4,1,54,0.0,49,90.74,636.79,601.78,590.91,652.29,749.8,Grupo 6,68.8,81.63,87.7,12.3,0.0,De 31 a 60 alunos
GO,Anápolis,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE POLIVALENTE GABRIEL ISSA,2,1,141,0.0,129,91.49,571.47,497.68,534.23,486.57,552.25,Grupo 5,61.8,23.26,86.2,13.8,0.0,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL POLIVALENTE FREI JOAO BATISTA,2,1,322,0.0,240,74.53,555.13,477.54,507.36,480.92,552.0,Grupo 4,63.8,74.17,81.6,17.2,1.2,Maior que 90 alunos
GO,Anápolis,COLEGIO QUADRANGULAR,4,1,125,3.0,98,78.4,549.43,465.33,510.3,472.28,534.49,Grupo 3,51.3,83.67,93.7,5.6,0.7,Maior que 90 alunos
GO,Anápolis,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE DR CEZAR TOLEDO,2,1,388,0.0,373,96.13,596.44,521.03,551.04,537.08,618.5,Grupo 4,82.4,81.77,98.3,1.5,0.2,Maior que 90 alunos
GO,Anápolis,COLEGIO SAO FRANCISCO DE ASSIS,4,1,20,0.0,18,90.0,609.49,535.57,543.83,520.21,638.89,Grupo 4,69.6,27.78,100.0,0.0,0.0,De 1 a 30 alunos
GO,Anápolis,COLEGIO ESTADUAL AMERICO BORGES DE CARVALHO,2,1,112,0.0,61,54.46,523.91,455.72,480.87,418.18,462.95,Grupo 3,51.4,50.82,82.9,7.1,10.0,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL ARLINDO COSTA,2,1,150,6.0,87,58.0,532.53,459.19,480.41,457.16,482.3,Grupo 3,63.2,41.38,76.5,16.5,7.0,Maior que 90 alunos
GO,Anápolis,ESCOLA SESI JUNDIAI,4,1,197,0.0,158,80.2,560.04,500.66,507.53,497.18,539.11,Grupo 4,68.2,86.71,96.9,3.1,0.0,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL DURVAL NUNES DA MATA,2,1,62,0.0,36,58.06,534.41,453.21,477.84,448.55,500.0,Grupo 3,60.7,50.0,81.4,11.4,7.2,De 61 a 90 alunos
GO,Anápolis,COLEGIO ESTADUAL HERTA LAYSER ODWYER,2,1,119,1.0,67,56.3,543.46,471.27,490.91,453.01,497.01,Grupo 3,55.5,61.19,80.7,15.5,3.8,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL JAD SALOMAO,2,1,13,0.0,10,76.92,511.08,450.38,474.84,441.73,472.0,Grupo 3,46.5,40.0,78.6,1.8,19.6,De 1 a 30 alunos
GO,Anápolis,COLEGIO ESTADUAL OSVALDO FRANCISCO DA SILVA,2,1,35,0.0,25,71.43,559.27,481.69,513.18,483.47,575.2,Grupo 3,49.2,68.0,80.3,11.1,8.6,De 31 a 60 alunos
GO,Anápolis,COLEGIO ESTADUAL PLINIO JAIME,2,1,197,2.0,119,60.41,536.17,465.74,494.81,448.87,477.65,Grupo 3,62.8,79.83,71.1,17.5,11.4,Maior que 90 alunos
GO,Anápolis,COLEGIO ESTADUAL PROFESSOR JOSE ABDALLA,2,1,50,0.0,33,66.0,504.51,441.83,464.72,417.18,448.48,Grupo 3,46.4,69.7,76.2,12.5,11.3,De 31 a 60 alunos
GO,Anápolis,COLEGIO ESTADUAL ROTARY DONANA,2,1,86,0.0,46,53.49,528.07,459.11,494.66,433.03,475.65,Grupo 3,42.5,43.48,80.6,9.4,10.0,De 61 a 90 alunos
GO,Anápolis,COLEGIO ESTADUAL ZECA BATISTA,2,1,16,0.0,11,68.75,531.45,445.89,492.03,472.63,560.0,Grupo 4,45.5,27.27,86.8,9.2,4.0,De 1 a 30 alunos
GO,Anápolis,MISSAO ALO CRIANCA DE ASSISTENCIA INFANTIL,4,1,15,0.0,12,80.0,620.72,540.88,569.64,573.44,741.67,Grupo 5,43.5,66.67,98.9,1.1,0.0,De 1 a 30 alunos
GO,Anápolis,COLEGIO ESTADUAL CORONEL ACHILES DE PINA,2,2,59,0.0,36,61.02,546.35,464.49,485.51,464.5,507.22,Grupo 2,36.4,80.56,83.6,10.2,6.2,De 31 a 60 alunos
GO,Araçu,COLEGIO ESTADUAL HERMOGENES COELHO,2,1,64,0.0,48,75.0,525.84,456.29,470.99,431.45,477.5,Grupo 3,43.2,87.5,94.0,0.7,5.3,De 61 a 90 alunos
GO,Brazabrantes,COLEGIO ESTADUAL DE BRAZABRANTES,2,1,30,0.0,15,50.0,529.08,442.07,476.0,460.78,498.67,Grupo 3,37.0,73.33,90.0,5.5,4.5,De 1 a 30 alunos
GO,Inhumas,COLEGIO ESTADUAL ARY RIBEIRO VALADAO FILHO,2,1,54,1.0,49,90.74,563.16,478.28,511.81,490.01,577.55,Grupo 2,47.2,85.71,76.0,19.4,4.6,De 31 a 60 alunos
GO,Inhumas,COLEGIO DA POLICIA MILITAR DE GOIAS MANOEL VILAVERDE,2,1,219,2.0,183,83.56,533.0,460.87,490.61,462.7,550.71,Grupo 3,81.0,58.47,93.3,6.6,0.1,Maior que 90 alunos
GO,Inhumas,COLEGIO ESTADUAL RUI BARBOSA,2,1,183,6.0,104,56.83,527.74,446.49,477.76,437.34,492.46,Grupo 3,69.5,0.0,90.5,5.3,4.2,Maior que 90 alunos
GO,Inhumas,COLEGIO ZENITE,4,1,18,0.0,15,83.33,597.49,515.13,545.27,505.36,692.0,Grupo 4,64.4,66.67,100.0,0.0,0.0,De 1 a 30 alunos
GO,Itaberaí,COLEGIO ESTADUAL HONESTINO MONTEIRO GUIMARAES,2,1,236,5.0,147,62.29,525.13,454.97,476.18,447.92,485.85,Grupo 3,44.1,83.67,91.1,2.8,6.1,Maior que 90 alunos
GO,Itaberaí,EDUCANDARIO EVANGELICO DURVAL R PIRES,4,1,35,0.0,30,85.71,599.65,519.24,562.34,547.36,677.33,Grupo 4,45.7,100.0,100.0,0.0,0.0,De 31 a 60 alunos
GO,Itaguari,COLEGIO ESTADUAL D GENOVEVA REZENDE CARNEIRO,2,1,59,0.0,32,54.24,527.77,458.16,453.02,425.98,392.5,Grupo 3,36.1,81.25,91.0,1.5,7.5,De 31 a 60 alunos
GO,Itaguaru,COLEGIO ESTADUAL ARTUR DA COSTA E SILVA,2,1,56,1.0,44,78.57,513.59,446.21,466.53,475.32,540.45,Grupo 1,45.5,90.91,90.8,4.6,4.6,De 31 a 60 alunos
GO,Itauçu,COLEGIO ESTADUAL DE ITAUCU,2,1,64,1.0,46,71.88,527.02,431.32,445.88,432.67,476.52,Grupo 3,59.7,78.26,86.7,5.0,8.3,De 61 a 90 alunos
GO,Jaraguá,COLEGIO ESTADUAL DIOGENES DE CASTRO RIBEIRO,2,1,278,3.0,205,73.74,529.39,457.3,477.82,448.03,509.37,Grupo 3,42.2,86.34,86.3,3.6,10.1,Maior que 90 alunos
GO,Jaraguá,COLEGIO ESTADUAL SILVIO DE CASTRO RIBEIRO,2,1,65,4.0,43,66.15,534.69,439.77,472.83,424.76,490.23,Grupo 3,27.8,86.05,92.5,4.5,3.0,De 61 a 90 alunos
GO,Jaraguá,CENTRO ESCOLAR MERITO,4,1,13,0.0,13,100.0,579.71,502.58,520.48,536.02,615.38,Grupo 5,38.5,53.85,100.0,0.0,0.0,De 1 a 30 alunos
GO,Jaraguá,COLEGIO GENIUS,4,1,37,0.0,34,91.89,584.55,497.26,534.12,487.69,610.0,Grupo 4,46.7,85.29,93.4,3.6,3.0,De 31 a 60 alunos
GO,Nova Veneza,COLEGIO ESTADUAL FRANCISCO ALVES,2,1,84,9.0,49,58.33,523.03,440.79,460.13,435.64,458.51,Grupo 3,37.3,81.63,95.9,2.0,2.1,De 61 a 90 alunos
GO,Ouro Verde de Goiás,COLEGIO ESTADUAL ROQUE ROMEU RAMOS,2,1,31,0.0,22,70.97,521.2,469.34,476.34,414.53,488.18,Grupo 1,49.1,86.36,76.3,10.3,13.4,De 31 a 60 alunos
GO,Petrolina de Goiás,COLEGIO SANTA CATARINA,4,1,29,1.0,22,75.86,542.58,469.92,482.95,447.67,548.18,Grupo 3,30.0,68.18,77.3,22.0,0.7,De 1 a 30 alunos
GO,Santa Rosa de Goiás,COLEGIO ESTADUAL SANTA ROSA,2,1,29,1.0,26,89.66,537.37,437.31,464.67,448.05,524.62,Grupo 3,28.1,96.15,98.9,1.1,0.0,De 1 a 30 alunos
GO,São Francisco de Goiás,COLEGIO ESTADUAL ANTONIO FERREIRA RIOS,2,1,95,3.0,60,63.16,540.68,457.57,477.75,446.3,496.0,Grupo 3,50.8,90.0,98.6,1.1,0.3,Maior que 90 alunos
GO,Taquaral de Goiás,COLEGIO ESTADUAL PRINCEZA IZABEL,2,1,40,0.0,29,72.5,525.78,464.47,474.14,452.67,492.41,Grupo 3,19.0,93.1,95.6,0.7,3.7,De 31 a 60 alunos
GO,Amorinópolis,COLEGIO ESTADUAL PROFESSORA ANALICIA CECILIA B SILVA,2,1,36,2.0,20,55.56,541.45,478.36,495.43,436.5,497.0,Grupo 3,50.4,80.0,93.3,3.3,3.4,De 31 a 60 alunos
GO,Cachoeira de Goiás,COLEGIO ESTADUAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,2,1,15,0.0,10,66.67,529.07,448.0,463.05,419.53,482.0,Grupo 3,38.3,80.0,88.1,11.9,0.0,De 1 a 30 alunos
GO,Córrego do Ouro,COLEGIO ESTADUAL BRASIL,2,1,36,0.0,25,69.44,528.92,448.56,496.3,456.59,488.8,Grupo 3,38.1,92.0,91.8,5.1,3.1,De 31 a 60 alunos
GO,Fazenda Nova,COLEGIO ESTADUAL PEDRO LUDOVICO TEIXEIRA,2,1,53,1.0,39,73.58,536.77,444.51,482.8,426.64,510.26,Grupo 3,44.4,74.36,88.4,8.8,2.8,De 31 a 60 alunos
GO,Iporá,COLEGIO ESTADUAL OSORIO RAIMUNDO DE LIMA,2,1,23,0.0,18,78.26,540.71,457.39,497.36,491.1,503.33,Grupo 3,53.8,55.56,97.2,2.8,0.0,De 1 a 30 alunos
GO,Israelândia,COLEGIO ESTADUAL MARIA BARRETO,2,1,32,1.0,29,90.63,525.02,439.08,463.3,422.69,479.31,Grupo 3,54.3,86.21,93.4,4.4,2.2,De 31 a 60 alunos
GO,Ivolândia,COLEGIO ESTADUAL ANTENOR PADILHA,2,1,17,0.0,12,70.59,520.07,455.13,454.46,426.06,480.0,Grupo 3,26.2,83.33,100.0,0.0,0.0,De 1 a 30 alunos
GO,Jaupaci,COLEGIO ESTADUAL GETULIO VARGAS,2,1,29,0.0,21,72.41,536.57,445.2,472.44,419.29,483.81,Grupo 3,39.2,76.19,99.0,1.0,0.0,De 1 a 30 alunos
GO,Moiporá,COLEGIO ESTADUAL JOSE MARCELINO,2,1,29,0.0,21,72.41,506.56,443.75,464.1,441.88,477.14,Grupo 3,34.3,85.71,97.1,1.4,1.5,De 1 a 30 alunos
GO,Novo Brasil,COLEGIO ESTADUAL ALFREDO NASSER,2,1,30,0.0,19,63.33,512.78,439.87,453.13,442.84,453.68,Grupo 3,43.1,94.74,89.0,9.2,1.8,De 1 a 30 alunos
GO,Americano do Brasil,COLEGIO ESTADUAL BENEDITO BRAS,2,1,52,3.0,34,65.38,528.33,442.89,472.26,472.74,450.59,Grupo 3,20.2,85.29,94.1,5.4,0.5,De 31 a 60 alunos
GO,Anicuns,COLEGIO ESTADUAL ROSA TURISCO DE ARAUJO,2,1,206,0.0,130,63.11,521.38,460.01,479.3,437.5,474.46,Grupo 3,37.1,89.23,89.0,4.4,6.6,Maior que 90 alunos
GO,Aurilândia,COLEGIO ESTADUAL PROFESSOR ADALBERTO SOBRINHO DE SOUZA,2,1,42,2.0,35,83.33,518.23,439.47,458.77,412.94,469.14,Grupo 2,32.9,88.57,93.0,7.0,0.0,De 31 a 60 alunos
GO,Avelinópolis,COLEGIO ESTADUAL PROFESSOR ALFREDO NASSER,2,1,32,1.0,16,50.0,523.42,435.67,477.32,441.62,434.19,Grupo 3,14.3,75.0,100.0,0.0,0.0,De 31 a 60 alunos
GO,Buriti de Goiás,COLEGIO ESTADUAL JANUARIA RIBEIRO SOBRINHO,2,1,38,1.0,26,68.42,529.12,446.75,455.67,430.46,460.77,Grupo 3,32.8,84.62,92.9,5.6,1.5,De 31 a 60 alunos
GO,Firminópolis,COLEGIO ESTADUAL AMERICO GONCALVES FALEIRO,2,1,76,1.0,44,57.89,519.78,436.17,476.51,424.53,497.27,Grupo 3,50.6,88.64,83.5,9.7,6.8,De 61 a 90 alunos
GO,Mossâmedes,COLEGIO ESTADUAL BARAO DE MOSSAMEDES,2,1,58,4.0,37,63.79,537.98,471.44,482.47,469.37,469.73,Grupo 3,31.9,89.19,90.1,2.8,7.1,De 31 a 60 alunos
GO,Nazário,COLEGIO ESTADUAL PROFESSOR EDMIR POVOA LEMES,2,1,69,0.0,38,55.07,514.26,466.36,471.68,451.36,479.47,Grupo 3,26.2,89.47,79.5,4.5,16.0,De 61 a 90 alunos
GO,Sanclerlândia,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,2,1,87,1.0,68,78.16,530.84,445.53,489.98,438.77,511.18,Grupo 3,31.7,92.65,85.4,10.8,3.8,De 61 a 90 alunos
GO,Santa Bárbara de Goiás,COLEGIO ESTADUAL MARIA CARNEIRO PINTO,2,1,113,2.0,61,53.98,525.58,446.44,466.6,423.46,488.2,Grupo 3,20.4,93.44,79.9,5.5,14.6,Maior que 90 alunos
GO,São Luís de Montes Belos,COLEGIO DOM PEDRO I,4,1,17,0.0,15,88.24,589.04,527.19,531.79,527.77,572.0,Grupo 4,31.6,53.33,100.0,0.0,0.0,De 1 a 30 alunos
GO,São Luís de Montes Belos,COLEGIO ESTADUAL AMERICO ANTUNES,2,1,63,1.0,45,71.43,567.12,489.3,512.07,488.83,525.42,Grupo 3,40.2,48.89,96.3,3.7,0.0,De 61 a 90 alunos
GO,São Luís de Montes Belos,COLEGIO MACHADO DE ASSIS,4,1,30,0.0,25,83.33,590.82,519.13,535.46,538.46,604.8,Grupo 5,83.7,76.0,92.3,7.7,0.0,De 1 a 30 alunos
GO,São Luís de Montes Belos,COLEGIO ESTADUAL PRESIDENTE COSTA E SILVA,2,1,217,2.0,153,70.51,519.33,451.47,471.21,428.49,495.56,Grupo 3,46.0,49.02,84.8,8.8,6.4,Maior que 90 alunos
GO,Turvânia,COLEGIO ESTADUAL PROFESSOR JOAO REZENDE DE ARAUJO,2,1,51,0.0,34,66.67,520.15,456.51,465.64,415.01,457.06,Grupo 3,48.6,88.24,97.6,2.4,0.0,De 31 a 60 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL CRUZEIRO DO SUL,2,1,384,1.0,226,58.85,536.0,467.48,492.55,444.73,506.81,Grupo 3,62.0,69.47,78.0,10.6,11.4,Maior que 90 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL DEPUTADO JOSE ALVES DE ASSIS,2,1,257,1.0,146,56.81,527.51,456.53,488.19,437.7,508.9,Grupo 3,39.9,49.32,83.8,9.3,6.9,Maior que 90 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL CECILIA MEIRELLES,2,1,103,3.0,93,90.29,567.26,488.61,520.84,489.64,536.34,Grupo 3,90.5,59.14,94.0,6.0,0.0,Maior que 90 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL GARAVELO PARK,2,1,73,1.0,65,89.04,582.39,497.96,534.87,507.23,578.46,Grupo 3,64.0,72.31,93.9,4.0,2.1,De 61 a 90 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL PROFESSOR JOSE LOPES RODRIGUES,2,1,259,2.0,138,53.28,533.47,458.49,481.75,431.25,512.86,Grupo 3,57.2,69.57,75.9,12.2,11.9,Maior que 90 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL DOM PEDRO I,2,1,327,1.0,179,54.74,531.63,457.52,481.73,436.51,508.49,Grupo 3,52.7,69.83,79.8,15.5,4.7,Maior que 90 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL MARIA JOANA DE JESUS,2,1,23,3.0,14,60.87,508.08,430.96,456.68,394.61,500.0,Grupo 3,43.5,64.29,76.5,8.6,14.9,De 1 a 30 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL RUI BARBOSA,2,1,243,0.0,177,72.84,530.25,456.06,487.09,442.08,514.98,Grupo 3,46.1,71.75,89.6,4.6,5.8,Maior que 90 alunos
GO,Aparecida de Goiânia,COLEGIO ARAGUAIA,4,1,41,0.0,36,87.8,585.52,511.74,532.53,525.44,649.44,Grupo 4,61.5,41.67,98.2,1.8,0.0,De 31 a 60 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL NOVA CIDADE,2,1,85,1.0,45,52.94,514.23,439.37,463.57,403.16,499.11,Grupo 3,37.1,86.67,72.1,12.5,15.4,De 61 a 90 alunos
GO,Aparecida de Goiânia,ESCOLA DOCE MEL,4,1,13,0.0,11,84.62,572.01,494.09,541.42,525.44,650.91,Grupo 5,37.8,90.91,100.0,0.0,0.0,De 1 a 30 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL JOAQUIM RICARDO TEIXEIRA,2,1,29,0.0,15,51.72,542.1,447.02,470.31,440.97,505.33,Grupo 3,28.9,100.0,73.1,8.4,18.5,De 1 a 30 alunos
GO,Aparecida de Goiânia,COLEGIO SUL D AMERICA LTDA,4,1,25,0.0,17,68.0,531.15,472.54,497.66,468.75,511.76,Grupo 4,48.6,70.59,84.5,14.1,1.4,De 1 a 30 alunos
GO,Aparecida de Goiânia,COLEGIO DE APLICACAO ALFREDO NASSER,4,1,51,0.0,44,86.27,582.55,522.88,553.54,522.34,630.0,Grupo 4,66.1,61.36,92.6,6.8,0.6,De 31 a 60 alunos
GO,Aparecida de Goiânia,COLEGIO ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA,2,1,75,0.0,51,68.0,525.43,449.54,484.24,421.39,499.61,Grupo 3,49.6,62.75,88.8,2.9,8.3,De 61 a 90 alunos
GO,Aparecida de Goiânia,COLEGIO SUL DAMERICA UNIDADE I,4,1,31,0.0,28,90.32,574.88,504.94,521.71,465.75,603.57,Grupo 3,44.7,64.29,91.0,9.0,0.0,De 31 a 60 alunos
GO,Aparecida de Goiânia,ESCOLA OLHO VIVO,4,1,22,0.0,21,95.45,563.35,464.34,503.58,474.37,479.05,Grupo 4,38.5,76.19,100.0,0.0,0.0,De 1 a 30 alunos
GO,Bela Vista de Goiás,COLEGIO TEREZINHA DE JESUS,4,1,13,0.0,12,92.31,550.65,464.83,502.68,428.02,545.0,Grupo 3,65.6,66.67,95.3,4.7,0.0,De 1 a 30 alunos
GO,Bela Vista de Goiás,COLEGIO ESTADUAL PEDRO VIEIRA JANUARIO,2,1,217,2.0,114,52.53,541.21,458.19,480.45,450.66,478.07,Grupo 3,63.4,77.19,60.6,29.1,10.3,Maior que 90 alunos
GO,Bela Vista de Goiás,COLEGIO EXODO,4,1,17,0.0,15,88.24,583.73,472.63,513.73,496.13,526.67,Grupo 4,41.5,86.67,93.8,4.7,1.5,De 1 a 30 alunos
GO,Bonfinópolis,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,2,1,85,1.0,46,54.12,527.28,462.61,486.43,433.67,494.78,Grupo 3,37.6,76.09,73.6,15.0,11.4,De 61 a 90 alunos
GO,Caldazinha,COLEGIO ESTADUAL HORACIA LOBO,2,1,36,0.0,24,66.67,517.06,450.72,457.75,422.06,482.5,Grupo 3,31.6,83.33,89.5,1.4,9.1,De 31 a 60 alunos
GO,Goianápolis,COLEGIO ESTADUAL JOSE RESIO,2,1,150,1.0,76,50.67,544.69,458.12,481.63,446.66,489.47,Grupo 3,34.1,85.53,83.4,10.7,5.9,Maior que 90 alunos
GO,Goiânia,COLEGIO GOIANIENSE ADVENTISTA,4,1,43,0.0,39,90.7,600.85,530.15,552.31,499.99,675.38,Grupo 4,51.8,84.62,78.8,19.4,1.8,De 31 a 60 alunos
GO,Goiânia,COLEGIO EXPRESSIVO,4,1,33,0.0,32,96.97,591.34,555.68,531.98,591.42,663.75,Grupo 5,53.2,81.25,95.8,4.2,0.0,De 31 a 60 alunos
GO,Goiânia,CENTRO EDUCACIONAL SHALLON,4,1,34,0.0,31,91.18,594.76,521.61,559.15,506.48,646.45,Grupo 5,55.3,74.19,100.0,0.0,0.0,De 31 a 60 alunos
GO,Goiânia,COLEGIO DIMENSAO,4,1,51,1.0,43,84.31,590.14,526.52,541.1,503.67,672.09,Grupo 4,78.1,72.09,97.4,2.6,0.0,De 31 a 60 alunos
GO,Goiânia,COLEGIO ADVENTISTA NOVO MUNDO,4,1,47,0.0,43,91.49,591.11,518.13,538.7,513.64,661.4,Grupo 5,54.7,69.77,93.7,6.3,0.0,De 31 a 60 alunos
GO,Goiânia,COLEGIO AGOSTINIANO NS DE FATIMA,4,1,62,0.0,61,98.39,660.04,616.95,604.7,667.34,809.84,Grupo 6,71.7,73.77,94.3,5.7,0.0,De 61 a 90 alunos
GO,Goiânia,COLEGIO ANHANGUERA,4,1,51,0.0,42,82.35,565.01,484.31,520.57,497.8,559.52,Grupo 4,76.5,50.0,91.5,6.2,2.3,De 31 a 60 alunos
GO,Goiânia,COLEGIO CLARETIANO CORACAO DE MARIA,4,1,243,0.0,207,85.19,577.85,496.05,525.82,481.66,585.22,Grupo 4,69.8,78.26,86.3,12.8,0.9,Maior que 90 alunos
GO,Goiânia,CENTRO DE ENSINO E PESQUISA APLICADA A EDUCACAO,1,1,57,2.0,55,96.49,616.93,525.75,573.93,521.72,649.09,Grupo 5,87.8,61.82,84.0,16.0,0.0,De 31 a 60 alunos
GO,Goiânia,COLEGIO DINAMICO,4,1,389,1.0,368,94.6,640.79,586.78,597.82,598.5,751.2,Grupo 6,58.9,61.68,98.7,0.4,0.9,Maior que 90 alunos
GO,Goiânia,COLEGIO ESTADUAL ASSIS CHATEAUBRIAND,2,1,224,0.0,133,59.38,536.75,455.12,490.89,443.83,521.62,Grupo 3,60.8,52.63,82.1,10.3,7.6,Maior que 90 alunos
GO,Goiânia,COLEGIO ESTADUAL BANDEIRANTE,2,1,75,1.0,63,84.0,553.67,470.98,504.41,456.29,523.81,Grupo 3,75.6,47.62,88.3,6.3,5.4,De 61 a 90 alunos
GO,Goiânia,COLEGIO ESTADUAL CARLOS ALBERTO DE DEUS,2,1,58,0.0,56,96.55,562.22,490.67,518.41,499.09,576.79,Grupo 4,65.4,66.07,97.8,1.8,0.4,De 31 a 60 alunos
GO,Goiânia,COLEGIO ESTADUAL CORA CORALINA,2,1,191,2.0,119,62.3,542.96,466.55,491.18,448.39,514.62,Grupo 3,70.5,54.62,86.4,9.6,4.0,Maior que 90 alunos
GO,Goiânia,COLEGIO ESTADUAL CULTURA E COOPERATIVISMO,2,1,162,1.0,100,61.73,529.28,456.31,485.65,434.23,482.4,Grupo 3,77.5,68.0,81.4,4.5,14.1,Maior que 90 alunos
GO,Goiânia,COLEGIO ESTADUAL DEPUTADO JOSE DE ASSIS,2,1,89,1.0,68,76.4,558.08,485.62,517.18,472.64,532.65,Grupo 3,64.4,51.47,84.0,16.0,0.0,De 61 a 90 alunos
GO,Goiânia,COLEGIO ESTADUAL DO SETOR SUDOESTE,2,1,158,10.0,108,68.35,538.02,456.51,493.26,437.02,483.48,Grupo 3,63.1,62.96,98.0,1.5,0.5,Maior que 90 alunos
GO,Goiânia,COLEGIO ESTADUAL EDMUNDO ROCHA VILA MUTIRAO,2,1,247,4.0,151,61.13,528.64,451.08,483.74,430.58,498.15,Grupo 3,60.7,80.79,92.2,7.0,0.8,Maior que 90 alunos
GO,Goiânia,COLEGIO DA POLICIA MILITAR DE GOIAS UNIDADE HUGO DE CARVALHO RAMOS,2,1,633,3.0,581,91.79,588.62,499.99,541.37,512.46,623.1,Grupo 5,75.8,78.14,88.7,10.7,0.6,Maior que 90 alunos
