SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_CN,NU_MEDIA_CH,NU_MEDIA_LP,NU_MEDIA_MT,NU_MEDIA_RED,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
MG,Patos de Minas,EE ARLINDO PORTO,2,1,13,0.0,10,76.92,592.66,503.66,505.88,542.26,578.0,Grupo 3,44.4,90.0,96.9,1.6,1.5,De 1 a 30 alunos
MG,Dom Viçoso,EE CONEGO JOSE DIVINO,2,1,40,0.0,21,52.5,565.52,451.96,500.87,460.6,560.95,Grupo 3,75.0,100.0,100.0,0.0,0.0,De 31 a 60 alunos
MG,Lagoa Dourada,EE ABEILARD PEREIRA,2,1,79,0.0,66,83.54,563.64,492.38,512.48,488.76,585.45,Grupo 3,71.3,90.91,90.3,4.3,5.4,De 61 a 90 alunos
MG,Biquinhas,EE SORAMA GERALDA RICHARD XAVIER,2,1,17,0.0,12,70.59,575.22,456.55,480.91,439.74,505.0,Grupo 3,58.3,91.67,77.5,8.1,14.4,De 1 a 30 alunos
MG,Itaúna,EE PROFESSORA GILKA DRUMOND DE FARIA,2,1,52,0.0,26,50.0,541.89,473.46,500.18,517.86,524.62,Grupo 3,73.8,88.46,80.9,19.1,0.0,De 31 a 60 alunos
MG,Quartel Geral,EE SEBASTIAO CAMPOS,2,1,28,1.0,14,50.0,487.01,421.81,463.69,411.67,441.43,Grupo 2,41.7,85.71,81.1,9.8,9.1,De 1 a 30 alunos
MG,Nepomuceno,INSTITUTO EDUCACIONAL APROVA,4,1,10,0.0,10,100.0,575.46,514.36,527.36,533.39,588.0,Grupo 3,41.7,40.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Pompéu,COL TEC SAO FRANCISCO DE ASSIS,4,1,16,0.0,14,87.5,573.04,563.26,510.89,564.78,611.43,Grupo 5,37.1,42.86,98.1,0.0,1.9,De 1 a 30 alunos
MG,Muriaé,COL CIDADE DE MURIAE,4,1,92,0.0,90,97.83,641.92,591.13,587.6,659.41,758.67,Grupo 5,52.7,81.11,98.9,1.1,0.0,Maior que 90 alunos
MG,Curvelo,COL CIDADE DE CURVELO,4,1,26,0.0,26,100.0,655.73,623.02,586.28,683.35,727.69,Grupo 5,39.0,38.46,98.8,1.2,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COLEGIO TIRADENTES PMMG GAMELEIRA,2,1,68,0.0,64,94.12,623.88,557.04,568.75,552.43,626.25,Grupo 5,75.0,84.38,79.1,20.9,0.0,De 61 a 90 alunos
MG,Belo Horizonte,COLEGIO TIRADENTES PMMG MINASCAIXA,2,1,126,1.0,112,88.89,591.53,527.71,541.23,533.04,589.82,Grupo 5,80.3,90.18,91.2,8.8,0.0,Maior que 90 alunos
MG,Belo Horizonte,COLEGIO TIRADENTES PMMG PRADO,2,1,84,1.0,80,95.24,591.09,511.28,537.14,536.79,603.0,Grupo 5,53.1,71.25,88.4,11.6,0.0,De 61 a 90 alunos
MG,Contagem,COLEGIO TIRADENTES PMMG - UNIDADE CONTAGEM,2,1,89,0.0,81,91.01,595.49,533.43,544.24,532.44,606.17,Grupo 5,65.6,87.65,95.2,4.8,0.0,De 61 a 90 alunos
MG,Belo Horizonte,COL SAVASSI,4,1,21,0.0,19,90.48,586.86,519.07,533.23,538.46,603.16,Grupo 6,56.8,5.26,80.0,15.0,5.0,De 1 a 30 alunos
MG,Vazante,EE CAROLINA SILVA,2,1,38,1.0,21,55.26,543.14,455.76,453.56,464.47,449.52,Grupo 3,60.4,71.43,91.3,2.9,5.8,De 31 a 60 alunos
MG,Belo Horizonte,COLEGIO UNIMASTER GRUPO SEB,4,1,39,0.0,37,94.87,647.18,605.17,590.84,646.24,776.76,Grupo 6,80.0,62.16,84.8,15.2,0.0,De 31 a 60 alunos
MG,Belo Horizonte,C EDUC EFIGENIA TOBIAS,4,1,12,0.0,11,91.67,600.31,564.77,558.01,519.51,581.82,Grupo 5,38.6,54.55,95.2,4.8,0.0,De 1 a 30 alunos
MG,Formiga,COL LOSANGO DE FORMIGA,4,1,29,0.0,29,100.0,645.59,591.87,587.94,632.05,698.62,Grupo 6,66.7,58.62,94.0,6.0,0.0,De 1 a 30 alunos
MG,Santa Luzia,ESCOLA SESI JOAO CARLOS GIOVANNINI,4,1,35,0.0,35,100.0,654.1,600.73,600.47,641.43,737.14,Grupo 4,51.6,94.29,93.3,6.7,0.0,De 31 a 60 alunos
MG,Uberlândia,ESCOLA ATHENAS,4,1,19,0.0,18,94.74,636.96,576.6,575.61,615.16,691.11,Grupo 5,70.0,88.89,100.0,0.0,0.0,De 1 a 30 alunos
MG,Tapira,EE PROFESSORA CECILIA MARIA DE REZENDE NEVES,2,1,29,0.0,16,55.17,583.37,499.36,518.28,517.25,527.5,Grupo 4,58.3,100.0,82.3,8.9,8.8,De 1 a 30 alunos
MG,Três Corações,ESCOLA PADRAO DE ENSINO FUNDAMENTAL E ENSINO MEDIO,4,1,26,0.0,22,84.62,594.2,516.13,537.25,516.31,615.45,Grupo 5,51.4,40.91,95.7,4.3,0.0,De 1 a 30 alunos
MG,Poços de Caldas,CENTRO EDUC POCOS,4,1,23,0.0,20,86.96,617.17,563.93,575.9,610.86,585.0,Grupo 5,73.2,65.0,88.8,10.1,1.1,De 1 a 30 alunos
MG,Sete Lagoas,EE GOVERNADOR JUSCELINO,2,1,40,0.0,20,50.0,534.36,456.32,478.1,424.98,498.0,Grupo 3,52.8,60.0,85.5,11.5,3.0,De 31 a 60 alunos
MG,Lambari,COLEGIO OBJETIVO DE LAMBARI,4,1,15,0.0,14,93.33,627.65,577.54,598.85,542.28,658.57,Grupo 5,50.0,92.86,94.4,5.6,0.0,De 1 a 30 alunos
MG,Juiz de Fora,COL CONEXAO,4,1,99,0.0,96,96.97,610.99,529.97,560.02,557.28,638.96,Grupo 5,50.0,47.92,76.1,23.9,0.0,Maior que 90 alunos
MG,Vazante,SEV SOCIEDADE EDUCACIONAL DE VAZANTE,4,1,10,0.0,10,100.0,577.69,517.14,562.89,477.3,664.0,Grupo 3,52.9,60.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Andradas,ESC ULTRA DE ENS MEDIO E PROFIS,4,1,27,0.0,22,81.48,595.42,517.1,555.45,549.93,614.55,Grupo 5,47.4,90.91,100.0,0.0,0.0,De 1 a 30 alunos
MG,Poços de Caldas,C EDUC INOVACAO,4,1,27,0.0,25,92.59,628.9,570.22,593.15,613.5,700.8,Grupo 6,67.3,68.0,97.7,2.3,0.0,De 1 a 30 alunos
MG,Conquista,EE DR LINDOLFO BERNARDES,2,1,70,0.0,37,52.86,556.48,492.23,500.62,497.99,510.81,Grupo 3,60.2,91.89,73.0,17.3,9.7,De 61 a 90 alunos
MG,Contagem,CEMAR CENTRO EDUCACIONAL MARIO RABELO-UNIDADE II,4,1,38,0.0,37,97.37,610.91,561.64,551.84,613.44,600.0,Grupo 4,57.1,70.27,97.2,2.8,0.0,De 31 a 60 alunos
MG,Piumhi,COL LOSANGO DE PIUMHI,4,1,33,0.0,33,100.0,641.27,562.54,579.98,644.94,647.27,Grupo 5,65.6,87.88,95.6,4.4,0.0,De 31 a 60 alunos
MG,Araçaí,EE PROFESSORA MARIA DA CONCEICAO SILVA,2,1,43,0.0,31,72.09,501.96,445.63,454.46,431.19,457.42,Grupo 2,50.0,83.87,97.1,0.0,2.9,De 31 a 60 alunos
MG,Bicas,COLEGIO FUTURO,4,1,14,0.0,14,100.0,621.76,549.63,562.08,564.39,644.29,Grupo 5,56.8,78.57,95.0,5.0,0.0,De 1 a 30 alunos
MG,Ervália,C EDUC DE ERVALIA,4,1,11,0.0,11,100.0,620.35,521.66,564.32,600.2,645.45,Grupo 3,50.0,45.45,100.0,0.0,0.0,De 1 a 30 alunos
MG,Itaúna,COLEGIO CIDADE DE ITAUNA,4,1,21,0.0,19,90.48,592.81,562.72,534.75,615.71,613.68,Grupo 5,68.2,47.37,95.3,3.1,1.6,De 1 a 30 alunos
MG,Juiz de Fora,COL E CURSO CATEDRAL VESTIBULARES,4,1,46,0.0,33,71.74,579.28,493.46,519.3,478.64,554.55,Grupo 4,40.0,30.3,77.6,22.4,0.0,De 31 a 60 alunos
MG,Itaúna,SESI CENTRO DE ATIVIDADES DO TRABALHADOR DARIO GONCALVES DE SOUZA,4,1,37,1.0,36,97.3,613.15,558.47,551.16,583.12,598.89,Grupo 5,79.4,88.89,94.6,5.4,0.0,De 31 a 60 alunos
MG,Bocaiúva,COL EXCELENCIA,4,1,20,0.0,19,95.0,553.9,477.89,505.5,485.51,573.68,Grupo 3,54.3,0.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Contagem,IEC-UNIDADE PAMPULHA,3,1,39,0.0,32,82.05,564.47,493.98,515.22,491.36,573.75,Grupo 4,72.4,75.0,90.3,6.9,2.8,De 31 a 60 alunos
MG,Contagem,IEC-UNIDADE NOVA CONTAGEM,3,1,70,0.0,39,55.71,556.14,476.19,502.67,473.2,554.36,Grupo 3,91.3,79.49,86.3,7.3,6.4,De 61 a 90 alunos
MG,Nepomuceno,CENTRO DE ENSINO ABREU CARVALHO,4,1,22,0.0,22,100.0,577.55,529.3,518.22,529.56,636.36,Grupo 4,41.2,77.27,96.2,3.8,0.0,De 1 a 30 alunos
MG,Delfim Moreira,CENTRO EDUCACIONAL LIMASSIS,4,1,32,0.0,28,87.5,595.04,537.23,539.92,545.81,593.57,Grupo 4,57.1,92.86,100.0,0.0,0.0,De 31 a 60 alunos
MG,Santa Luzia,COLEGIO MAXIMUS,4,1,20,0.0,20,100.0,600.69,564.46,543.6,571.86,602.0,Grupo 5,53.8,60.0,93.8,6.2,0.0,De 1 a 30 alunos
MG,São Gonçalo do Sapucaí,COL DESAFIO,4,1,20,0.0,17,85.0,597.56,544.29,538.58,582.28,609.41,Grupo 5,28.6,76.47,94.7,5.3,0.0,De 1 a 30 alunos
MG,Varginha,LOGOS COLEGIO E CURSO,4,1,37,0.0,36,97.3,607.53,548.19,567.52,584.49,680.56,Grupo 6,54.2,69.44,97.4,2.6,0.0,De 31 a 60 alunos
MG,Mutum,COLEGIO MUTUM,4,1,10,0.0,10,100.0,608.66,535.44,564.81,569.64,652.0,Grupo 4,57.1,70.0,97.5,2.5,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COLEGIO CAVALIERI,4,1,15,0.0,15,100.0,629.78,596.24,573.45,621.1,676.0,Grupo 5,75.7,86.67,91.1,8.9,0.0,De 1 a 30 alunos
MG,Ituiutaba,ESC DOLORES PERES GOMES DA SILVA,4,1,22,0.0,22,100.0,596.67,519.65,542.5,576.49,598.18,Grupo 4,51.5,68.18,98.1,1.9,0.0,De 1 a 30 alunos
MG,Juiz de Fora,COLEGIO APOGEU,4,1,131,0.0,129,98.47,643.63,573.19,577.63,652.22,776.12,Grupo 5,76.1,41.86,87.9,12.1,0.0,Maior que 90 alunos
MG,Ribeirão das Neves,EE CUSTODIO FELIX,2,1,40,0.0,20,50.0,555.42,459.52,497.11,474.17,517.0,Grupo 3,50.0,85.0,84.4,15.6,0.0,De 31 a 60 alunos
MG,João Pinheiro,CENTRO EDUCACIONAL VISAO,4,1,13,0.0,12,92.31,599.4,528.42,541.36,552.86,653.33,Grupo 3,30.8,58.33,100.0,0.0,0.0,De 1 a 30 alunos
MG,Belo Horizonte,EE PROFESSOR AGNELO CORREIA VIANA,2,1,133,1.0,82,61.65,559.97,497.08,520.22,488.76,541.95,Grupo 4,64.2,60.98,86.7,5.7,7.6,Maior que 90 alunos
MG,Sabará,EE PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,2,1,18,1.0,11,61.11,527.77,446.28,479.32,463.69,558.18,Grupo 3,40.0,63.64,65.2,17.7,17.1,De 1 a 30 alunos
MG,Uberlândia,COLEGIO OLIMPO,4,1,43,0.0,41,95.35,671.18,613.67,602.1,669.34,812.68,Grupo 6,87.3,4.88,98.1,1.9,0.0,De 31 a 60 alunos
MG,Luz,COLEGIO SAO RAFAEL,4,1,21,0.0,21,100.0,618.28,561.52,552.51,581.3,568.57,Grupo 5,68.6,71.43,95.7,2.9,1.4,De 1 a 30 alunos
MG,Uberlândia,INST EDUC INTEGRAL INEI-COC,4,1,158,0.0,147,93.04,644.1,596.03,593.72,637.6,722.72,Grupo 6,65.7,75.51,93.3,5.1,1.6,Maior que 90 alunos
MG,Pratinha,EE MARLENE MARTINS REIS,2,1,37,0.0,19,51.35,556.46,470.76,493.01,438.32,525.26,Grupo 3,66.7,94.74,93.4,0.0,6.6,De 31 a 60 alunos
MG,Elói Mendes,EE SAO LUIZ GONZAGA,2,1,83,0.0,67,80.72,563.65,469.35,519.21,483.7,544.78,Grupo 4,64.7,86.57,85.6,5.3,9.1,De 61 a 90 alunos
MG,Alfenas,COLEGIO PROFESSOR ROQUE N TAMBURINI,4,1,25,0.0,21,84.0,584.5,516.73,550.03,503.92,584.76,Grupo 5,54.0,52.38,98.9,0.0,1.1,De 1 a 30 alunos
MG,Uberaba,SISTEMA APOIO DE ENSINO,4,1,31,0.0,31,100.0,627.99,581.73,565.27,604.3,662.58,Grupo 5,76.4,67.74,96.4,3.6,0.0,De 31 a 60 alunos
MG,Patos de Minas,COL CIDADE DE PATOS DE MINAS,4,1,56,0.0,54,96.43,637.39,577.95,591.09,614.02,738.89,Grupo 5,46.7,72.22,95.0,2.5,2.5,De 31 a 60 alunos
MG,Arcos,COLEGIO LOSANGO DE ARCOS,4,1,26,0.0,25,96.15,630.4,564.31,574.35,649.4,662.4,Grupo 6,64.3,56.0,98.8,1.2,0.0,De 1 a 30 alunos
MG,Ouro Preto,COL SINAPSE,4,1,29,0.0,26,89.66,625.27,566.08,567.16,614.52,700.0,Grupo 6,35.3,65.38,88.7,11.3,0.0,De 1 a 30 alunos
MG,Manhuaçu,COL AMERICA DO NORTE,4,1,26,0.0,24,92.31,620.03,544.51,572.59,581.33,744.17,Grupo 4,60.0,66.67,85.1,14.9,0.0,De 1 a 30 alunos
MG,Francisco Sá,COL PIRAMIDE,4,1,12,0.0,10,83.33,607.38,559.66,553.18,558.32,740.0,Grupo 4,48.6,70.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Maripá de Minas,EE PREFEITO WALTER TREZZA,2,1,46,0.0,28,60.87,533.7,474.14,490.9,456.6,475.71,Grupo 3,65.0,85.71,86.9,8.0,5.1,De 31 a 60 alunos
MG,Pequeri,EE PADRE JOAO BATISTA DE OLIVEIRA,2,1,23,0.0,15,65.22,534.68,488.89,489.46,435.62,508.0,Grupo 3,64.9,73.33,90.9,0.0,9.1,De 1 a 30 alunos
MG,Cabeceira Grande,EE JUVENAL DIOGO PIRES,2,1,20,0.0,13,65.0,528.81,461.36,483.64,430.88,518.46,Grupo 2,50.0,100.0,80.3,12.0,7.7,De 1 a 30 alunos
MG,Ribeirão das Neves,EE MARIA PEREIRA DE ARAUJO,2,1,116,0.0,74,63.79,556.06,463.06,502.18,454.0,514.32,Grupo 4,72.2,87.84,87.3,11.5,1.2,Maior que 90 alunos
MG,Pedra Dourada,EE MARIA CONCEICAO GONCALVES CARRARA,2,1,23,0.0,13,56.52,583.03,478.2,537.18,463.46,575.38,Grupo 2,66.7,92.31,89.7,5.6,4.7,De 1 a 30 alunos
MG,Cachoeira Dourada,EE JOAO GONCALVES DE OLIVEIRA,2,1,23,4.0,19,82.61,538.68,461.05,473.99,401.76,532.63,Grupo 2,42.9,94.74,85.3,5.3,9.4,De 1 a 30 alunos
MG,São Gonçalo do Sapucaí,CENTRO INTEGRADO SESI SENAI JOSE BENTO NOGUEIRA JUNQUEIRA,4,1,34,0.0,33,97.06,629.63,578.05,573.11,616.0,715.15,Grupo 4,70.2,96.97,94.5,5.5,0.0,De 31 a 60 alunos
MG,São João Nepomuceno,CENTRO INTEGRADO SESI-SENAI ROBSON BRAGA DE ANDRADE,4,1,30,0.0,29,96.67,628.97,578.2,548.01,606.16,752.41,Grupo 3,63.9,93.1,97.1,2.9,0.0,De 1 a 30 alunos
MG,Mariana,ADJETIVO - CETEP CENTRO TECNICO ENSINO PROFISSIONAL,4,1,13,0.0,11,84.62,583.15,505.99,514.37,469.65,567.27,Grupo 4,43.8,63.64,96.3,3.7,0.0,De 1 a 30 alunos
MG,Uberlândia,ASSOC EDUC JOHANN KEPLER,4,1,16,0.0,14,87.5,601.91,533.09,553.86,527.73,562.86,Grupo 6,75.0,57.14,90.3,8.1,1.6,De 1 a 30 alunos
MG,Extrema,COL BOM PASTOR,4,1,13,0.0,10,76.92,590.66,534.33,545.84,570.53,578.0,Grupo 5,38.6,70.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Ouro Branco,COL PIO XII - COOPPED UNIDADE II,4,1,18,0.0,15,83.33,615.16,518.13,577.83,567.09,708.0,Grupo 5,48.6,80.0,92.7,7.3,0.0,De 1 a 30 alunos
MG,Itajubá,COLEGIO SUCESSO,4,1,31,0.0,28,90.32,587.01,511.78,534.74,548.31,553.57,Grupo 4,38.6,82.14,100.0,0.0,0.0,De 31 a 60 alunos
MG,Prata,ESA ESC SOUZA ALVES,4,1,14,0.0,13,92.86,541.52,461.37,470.17,489.45,523.08,Grupo 5,55.8,100.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Juiz de Fora,COLEGIO EQUIPE DE JUIZ DE FORA,4,1,36,0.0,36,100.0,620.22,559.28,560.08,583.03,680.0,Grupo 5,76.8,58.33,93.2,6.8,0.0,De 31 a 60 alunos
MG,Belo Horizonte,SIC - ESCOLA PROFISSIONALIZANTE SANTO AGOSTINHO,4,1,80,0.0,78,97.5,635.37,584.66,582.51,610.31,711.03,Grupo 4,79.4,74.36,82.7,17.3,0.0,De 61 a 90 alunos
MG,Manhuaçu,COL CIDADE DE MANHUACU,4,1,34,0.0,31,91.18,632.95,594.15,574.78,645.91,743.23,Grupo 5,61.8,74.19,96.2,0.0,3.8,De 31 a 60 alunos
MG,Taiobeiras,COL PRESBITERIANO DE TAIOBEIRAS,4,1,12,0.0,12,100.0,567.9,491.58,533.18,517.45,566.67,Grupo 4,50.0,66.67,100.0,0.0,0.0,De 1 a 30 alunos
MG,Raul Soares,COL DARWIN DE RAUL SOARES,4,1,24,0.0,24,100.0,639.74,583.94,578.64,651.67,730.0,Grupo 4,78.3,87.5,96.7,3.3,0.0,De 1 a 30 alunos
MG,Ubá,COLEGIO RAIZ,4,1,16,0.0,15,93.75,608.75,557.59,531.01,620.21,750.0,Grupo 4,64.4,73.33,97.6,2.4,0.0,De 1 a 30 alunos
MG,Itajubá,COLEGIO ANGULO,4,1,43,0.0,38,88.37,631.48,580.54,574.74,624.14,674.21,Grupo 5,51.2,65.79,97.1,2.9,0.0,De 31 a 60 alunos
MG,São João Nepomuceno,COL SAO JOAO NEPOMUCENO,4,1,25,0.0,25,100.0,617.61,567.54,552.64,603.19,642.4,Grupo 4,74.4,96.0,99.0,1.0,0.0,De 1 a 30 alunos
MG,Carangola,COLEGIO CIDADE DE CARANGOLA,4,1,24,1.0,22,91.67,593.97,526.98,532.85,536.21,625.45,Grupo 4,75.5,40.91,96.1,3.9,0.0,De 1 a 30 alunos
MG,Timóteo,EE PROFESSORA HAYDEE DE SOUZA ABREU,2,1,127,1.0,89,70.08,558.13,476.55,500.15,472.98,528.54,Grupo 3,83.2,86.52,64.5,20.1,15.4,Maior que 90 alunos
MG,São João del Rei,COL REVISAO,4,1,26,0.0,26,100.0,632.77,596.2,576.55,624.43,784.62,Grupo 5,70.6,80.77,93.5,6.5,0.0,De 1 a 30 alunos
MG,Monte Carmelo,CENTRO DE EDUCACAO PROFISSIONAL ALPHA LTDA,4,1,17,0.0,15,88.24,593.41,522.45,531.86,525.61,596.0,Grupo 5,50.0,86.67,95.4,3.1,1.5,De 1 a 30 alunos
MG,Pouso Alegre,CENTRO EDUCACIONAL RENOVACAO,4,1,38,0.0,38,100.0,665.9,627.6,609.74,682.59,759.47,Grupo 6,58.0,47.37,97.0,3.0,0.0,De 31 a 60 alunos
MG,Lavras,COLEGIO UNIVERSITARIO PROFESSOR CANISIO IGNACIO LUNKES,4,1,32,0.0,32,100.0,622.17,560.39,584.69,586.51,704.38,Grupo 5,61.4,71.88,88.2,11.8,0.0,De 31 a 60 alunos
MG,Belo Horizonte,COLEGIO BATISTA MINEIRO UNIDADE BURITIS II,4,1,17,0.0,16,94.12,624.46,580.22,579.58,607.53,683.75,Grupo 6,65.7,43.75,83.3,14.3,2.4,De 1 a 30 alunos
MG,Campo Belo,COLEGIO LOSANGO DE CAMPO BELO,4,1,25,0.0,25,100.0,629.9,559.14,580.44,607.08,623.2,Grupo 5,73.5,64.0,81.7,18.3,0.0,De 1 a 30 alunos
MG,Governador Valadares,COL GENOMA,4,1,110,0.0,104,94.55,649.63,604.86,579.04,672.09,803.65,Grupo 5,57.5,69.23,96.3,3.7,0.0,Maior que 90 alunos
MG,Santana do Paraíso,EE HERBERT JOSE DE SOUZA BETINHO,2,1,32,0.0,18,56.25,587.64,476.03,515.36,479.53,572.22,Grupo 4,71.4,44.44,94.3,4.5,1.2,De 31 a 60 alunos
MG,Guarará,EE DE ENSINO MEDIO,2,1,39,1.0,20,51.28,566.99,474.52,520.35,498.8,543.0,Grupo 3,83.6,70.0,74.6,10.9,14.5,De 31 a 60 alunos
MG,Olaria,EE JOAQUIM ALVES DE CARVALHO,2,1,20,0.0,12,60.0,512.28,451.35,466.33,411.93,493.33,Grupo 3,66.7,75.0,91.2,2.9,5.9,De 1 a 30 alunos
MG,Comendador Gomes,EE COMENDADOR GOMES,2,1,19,0.0,12,63.16,494.32,419.43,438.24,399.78,448.33,Grupo 3,56.3,83.33,77.6,6.6,15.8,De 1 a 30 alunos
MG,São Sebastião do Rio Verde,EE JOSE RIBEIRO MIRA,2,1,24,0.0,15,62.5,565.77,460.97,525.2,506.69,546.67,Grupo 2,41.7,80.0,87.1,4.7,8.2,De 1 a 30 alunos
MG,Santana do Riacho,EE DEPUTADO EMILIO DE VASCONCELOS,2,1,23,1.0,12,52.17,582.76,474.75,509.54,516.83,610.0,Grupo 3,41.7,91.67,95.7,0.0,4.3,De 1 a 30 alunos
MG,Vespasiano,COLEGIO TIRADENTES DA PMMG - UNIDADE VESPASIANO,2,1,28,0.0,27,96.43,605.71,529.89,541.27,548.89,569.63,Grupo 5,77.1,81.48,93.0,7.0,0.0,De 1 a 30 alunos
MG,Montes Claros,COLEGIO UNIMAX DE ENSINO MEDIO,4,1,75,0.0,70,93.33,608.84,527.71,549.46,558.13,640.0,Grupo 5,70.2,80.0,97.2,2.8,0.0,De 61 a 90 alunos
MG,Sete Lagoas,INST GUIMARAES ROSA,4,1,14,0.0,13,92.86,557.45,511.3,531.55,525.08,620.0,Grupo 5,62.2,69.23,100.0,0.0,0.0,De 1 a 30 alunos
MG,Lagoa Santa,ESC PALOMAR PIAGETIANA,4,1,46,0.0,42,91.3,636.97,577.68,587.35,623.61,667.62,Grupo 6,80.4,38.1,98.0,2.0,0.0,De 31 a 60 alunos
MG,Sabinópolis,ATUAL SISTEMA DE ENSINO,4,1,27,0.0,26,96.3,618.44,572.62,555.81,592.4,633.08,Grupo 4,57.9,80.77,84.9,15.1,0.0,De 1 a 30 alunos
MG,Itaú de Minas,COLEGIO INTERATIVO,4,1,11,0.0,10,90.91,607.79,483.72,547.16,604.26,624.0,Grupo 5,40.5,90.0,95.0,2.5,2.5,De 1 a 30 alunos
MG,Montes Claros,C EDUC MONTES CLAROS,4,1,35,0.0,31,88.57,601.36,523.28,521.59,529.34,620.65,Grupo 4,53.3,51.61,93.5,6.5,0.0,De 31 a 60 alunos
MG,Ituiutaba,COL GILDO VILELLA CANCELLA UNIDII,4,1,15,0.0,14,93.33,574.66,512.76,493.39,481.29,558.57,Grupo 5,35.1,64.29,97.8,2.2,0.0,De 1 a 30 alunos
MG,Belo Horizonte,COLEGIO INTER ACAO UNID II,4,1,20,0.0,17,85.0,614.72,509.17,569.2,521.85,620.0,Grupo 4,43.2,64.71,100.0,0.0,0.0,De 1 a 30 alunos
MG,João Monlevade,CENTRO EDUCACIONAL ROBERTO PORTO UNIDADE V,4,1,22,0.0,22,100.0,625.29,552.56,564.45,620.61,696.36,Grupo 5,52.8,0.0,95.4,4.6,0.0,De 1 a 30 alunos
MG,Timóteo,CEFET-MG - UNED TIMOTEO,1,1,73,0.0,72,98.63,664.7,630.83,610.81,706.53,732.22,Grupo 4,73.8,95.83,77.6,21.3,1.1,De 61 a 90 alunos
MG,Nova Lima,COLEGIO SANTO AGOSTINHO UNIDADE NOVA LIMA,4,1,87,0.0,82,94.25,691.74,665.48,618.15,784.53,858.05,Grupo 6,83.6,96.34,96.0,4.0,0.0,De 61 a 90 alunos
MG,Sete Lagoas,COLEGIO CAETANO DE EDUCACAO INFANTIL ENSINO FUNDAMENTAL ANOS INICIAIS E FINAIS E ENSINO MEDIO,4,1,23,0.0,20,86.96,672.07,604.51,621.03,700.93,789.0,Grupo 6,76.6,75.0,98.5,1.5,0.0,De 1 a 30 alunos
MG,Varginha,CEFET-MG - UNED VARGINHA,1,1,76,0.0,76,100.0,650.2,580.26,589.08,654.58,695.79,Grupo 5,72.1,98.68,84.3,15.7,0.0,De 61 a 90 alunos
MG,Cataguases,COLEGIO SOBERANO,4,1,17,0.0,14,82.35,580.08,526.59,521.78,517.7,581.43,Grupo 4,73.0,50.0,100.0,0.0,0.0,De 1 a 30 alunos
MG,Paracatu,COLEGIO EQUIPE,4,1,11,0.0,10,90.91,546.64,488.4,494.53,479.09,534.0,Grupo 4,32.4,70.0,65.0,35.0,0.0,De 1 a 30 alunos
MG,Nepomuceno,CEFET-MG - UNED NEPOMUCENO,1,1,69,0.0,68,98.55,611.17,540.25,546.18,563.59,659.41,Grupo 3,75.0,98.53,65.6,33.6,0.8,De 61 a 90 alunos
MG,Sete Lagoas,COL LAIS FARNETTI,4,1,21,0.0,21,100.0,668.0,586.42,611.53,634.29,780.95,Grupo 6,70.0,90.48,91.4,8.6,0.0,De 1 a 30 alunos
MG,Divinópolis,PEREIRA E AMABILI CENTRO DE EDUCACAO,4,1,16,0.0,16,100.0,617.56,560.93,570.06,561.05,632.5,Grupo 6,61.9,0.0,95.1,3.3,1.6,De 1 a 30 alunos
MG,Manhumirim,COLEGIO AMERICA DE MANHUMIRIM,4,1,11,0.0,11,100.0,600.55,495.11,560.24,505.65,592.73,Grupo 4,40.5,45.45,88.2,11.8,0.0,De 1 a 30 alunos
MG,Santa Vitória,EE PROFESSORA DIRCE MARIA DE OLIVEIRA,2,1,18,0.0,10,55.56,530.98,440.75,475.66,442.51,448.0,Grupo 3,73.0,70.0,92.5,0.0,7.5,De 1 a 30 alunos
MG,São João das Missões,EE ALINE DIAS NEVES,2,1,31,0.0,20,64.52,526.22,422.08,463.48,444.52,429.0,Grupo 2,65.0,85.0,57.3,28.0,14.7,De 31 a 60 alunos
MG,Pedro Teixeira,EE DE ENSINO MEDIO,2,1,20,0.0,13,65.0,568.83,466.68,518.89,505.22,578.46,Grupo 2,50.0,92.31,90.2,2.4,7.4,De 1 a 30 alunos
MG,Santana do Deserto,EE DYRCE JOSE DA SILVA E SOUZA,2,1,26,0.0,15,57.69,544.2,432.04,493.48,467.87,500.0,Grupo 3,42.5,66.67,76.0,8.3,15.7,De 1 a 30 alunos
