SG_UF_ESCOLA,NO_MUNICIPIO_ESCOLA,NO_ESCOLA_EDUCACENSO,TP_DEPENDENCIA_ADM_ESCOLA,TP_LOCALIZACAO_ESCOLA,NU_MATRICULAS,NU_PARTICIPANTES_NEC_ESP,NU_PARTICIPANTES,NU_TAXA_PARTICIPACAO,NU_MEDIA_MT,INSE,PC_FORMACAO_DOCENTE,NU_TAXA_PERMANENCIA,NU_TAXA_APROVACAO,NU_TAXA_REPROVACAO,NU_TAXA_ABANDONO,PORTE_ESCOLA
SE,Itabaiana,COLEGIO DOM BOSCO,4,1,40,0.0,38,95.0,565.52,Grupo 4,89.5,86.84,78.6,20.1,1.3,De 31 a 60 alunos
SE,Itabaiana,COL EST MURILO BRAGA,2,1,196,0.0,125,63.78,459.12,Grupo 2,81.0,70.4,52.0,17.5,30.5,Maior que 90 alunos
SE,Itabaiana,COLEGIO MONTEIRO LOBATO,4,1,131,0.0,125,95.42,485.44,Grupo 3,79.1,72.8,83.5,16.3,0.2,Maior que 90 alunos
SE,Itabaiana,COLEGIO OPCAO,4,1,30,0.0,29,96.67,528.75,Grupo 3,70.3,89.66,82.7,16.0,1.3,De 1 a 30 alunos
SE,Itabaiana,COLEGIO ESTADUAL DR AUGUSTO CESAR LEITE,2,1,89,0.0,75,84.27,463.04,Grupo 2,75.8,86.67,64.0,20.5,15.5,De 61 a 90 alunos
SE,Itabaiana,COLEGIO ESTADUAL PROFESSOR NESTOR CARVALHO LIMA,2,1,130,1.0,110,84.62,447.76,Grupo 2,73.8,85.45,73.2,12.9,13.9,Maior que 90 alunos
SE,Itabaiana,COLEGIO ESTADUAL EDUARDO SILVEIRA,2,1,84,0.0,77,91.67,471.51,Grupo 2,97.7,87.01,66.1,18.5,15.4,De 61 a 90 alunos
SE,Macambira,COLEGIO ESTADUAL MARCOLINO CRUZ SANTOS,2,1,84,0.0,73,86.9,437.91,Grupo 2,72.7,90.41,77.4,18.0,4.6,De 61 a 90 alunos
SE,Malhador,COLEGIO ESTADUAL JOSE JOAQUIM CARDOSO,2,1,61,1.0,43,70.49,446.43,Grupo 1,78.0,88.37,39.8,23.7,36.5,De 61 a 90 alunos
SE,Moita Bonita,COLEGIO ESTADUAL DJENAL TAVARES DE QUEIROZ,2,1,87,0.0,55,63.22,461.77,Grupo 1,69.7,92.73,77.2,16.7,6.1,De 61 a 90 alunos
SE,São Domingos,COLEGIO ESTADUAL EMELIANO RIBEIRO,2,1,96,1.0,68,70.83,441.09,Grupo 1,62.8,86.76,75.9,9.2,14.9,Maior que 90 alunos
SE,Poço Verde,COLEGIO ESTADUAL PROFESSOR JOAO DE OLIVEIRA,2,1,162,1.0,106,65.43,434.56,Grupo 1,86.7,93.4,52.8,30.4,16.8,Maior que 90 alunos
SE,Simão Dias,COLEGIO EDUARDO MARQUES DE OLIVEIRA,4,1,24,0.0,19,79.17,562.84,Grupo 3,51.4,84.21,98.7,1.3,0.0,De 1 a 30 alunos
SE,Simão Dias,COLEGIO ESTADUAL DR MILTON DORTAS,2,1,252,0.0,205,81.35,459.94,Grupo 1,85.0,86.83,61.4,21.9,16.7,Maior que 90 alunos
SE,Simão Dias,ESCOLA ESTADUAL SENADOR LOURIVAL BAPTISTA,2,2,30,1.0,21,70.0,429.42,Grupo 1,81.4,90.48,84.7,8.0,7.3,De 1 a 30 alunos
SE,Simão Dias,COLEGIO PIERRE FREITAS S C,4,1,28,0.0,25,89.29,545.63,Grupo 3,48.6,72.0,93.3,6.7,0.0,De 1 a 30 alunos
SE,Tobias Barreto,ESCOLA DE EDUCACAO BASICA MONSENHOR JOSE DE SOUZA SANTOS,4,1,29,0.0,28,96.55,537.94,Grupo 5,78.8,89.29,98.0,2.0,0.0,De 1 a 30 alunos
SE,Tobias Barreto,COLEGIO ESTADUAL ABELARDO BARRETO DO ROSARIO,2,1,230,1.0,151,65.65,427.41,Grupo 2,77.1,86.75,74.9,14.9,10.2,Maior que 90 alunos
SE,Lagarto,COLEGIO ESTADUAL MONSENHOR JUAREZ SANTOS PRATA,2,2,41,0.0,25,60.98,431.37,Grupo 1,66.7,92.0,69.3,22.8,7.9,De 31 a 60 alunos
SE,Lagarto,COLEGIO ESTADUAL SILVIO ROMERO,2,1,266,2.0,178,66.92,430.48,Grupo 2,86.2,87.64,40.1,29.5,30.4,Maior que 90 alunos
SE,Lagarto,COLEGIO ESTADUAL PROF ABELARDO ROMERO DANTAS,2,1,280,1.0,248,88.57,444.71,Grupo 2,84.4,18.55,71.3,17.6,11.1,Maior que 90 alunos
SE,Lagarto,IFS - CAMPUS LAGARTO,1,2,98,1.0,77,78.57,489.99,Grupo 2,78.3,88.31,,,,Maior que 90 alunos
SE,Lagarto,GREMIO ESCOLAR PEQUENO PRINCIPE,4,1,15,0.0,15,100.0,464.65,Grupo 3,41.0,93.33,95.7,1.4,2.9,De 1 a 30 alunos
SE,Riachão do Dantas,ESCOLA ESTADUAL ANTONIO FONTES FREITAS,2,2,41,0.0,26,63.41,426.0,Grupo 2,60.0,84.62,89.4,0.8,9.8,De 31 a 60 alunos
SE,Riachão do Dantas,COLEGIO ESTADUAL JOSE LOPES DE ALMEIDA,2,1,125,1.0,98,78.4,427.62,Grupo 1,70.1,95.92,65.2,21.4,13.4,Maior que 90 alunos
SE,Amparo de São Francisco,COLEGIO ESTADUAL MANOEL JOAQUIM DE OLIVEIRA CAMPOS,2,1,28,0.0,18,64.29,429.92,Grupo 1,67.3,94.44,77.3,10.9,11.8,De 1 a 30 alunos
SE,Canhoba,COLEGIO ESTADUAL SAO FRANCISCO DE ASSIS,2,1,38,0.0,23,60.53,419.8,Grupo 1,61.1,95.65,91.5,1.6,6.9,De 31 a 60 alunos
SE,Cedro de São João,COLEGIO ESTADUAL MANOEL DANTAS,2,1,49,0.0,35,71.43,423.09,Grupo 2,61.5,74.29,81.4,6.4,12.2,De 31 a 60 alunos
SE,Neópolis,COLEGIO ESPIRITO SANTO,4,1,17,0.0,13,76.47,406.29,Grupo 3,33.3,92.31,98.1,1.9,0.0,De 1 a 30 alunos
SE,Neópolis,COLEGIO ESTADUAL MAL PEREIRA LOBO,2,1,71,0.0,45,63.38,438.96,Grupo 2,70.7,80.0,79.4,13.0,7.6,De 61 a 90 alunos
SE,Nossa Senhora de Lourdes,COLEGIO ESTADUAL MONSENHOR FERNANDO G LEITE,2,2,23,0.0,16,69.57,415.38,Grupo 1,69.2,100.0,85.7,6.5,7.8,De 1 a 30 alunos
SE,Nossa Senhora de Lourdes,COLEGIO ESTADUAL ALMIRANTE TAMANDARE,2,1,78,2.0,61,78.21,414.76,Grupo 2,84.6,88.52,90.3,4.3,5.4,De 61 a 90 alunos
SE,Propriá,COL DIOCESANO DE PROPRIA,4,1,32,0.0,27,84.38,477.88,Grupo 3,40.3,85.19,99.2,0.8,0.0,De 31 a 60 alunos
SE,Propriá,COL NOSSA SRA DAS GRACAS,4,1,42,0.0,40,95.24,535.6,Grupo 4,29.3,97.5,100.0,0.0,0.0,De 31 a 60 alunos
SE,Propriá,ESC DE EDUC BASICA E PROF FUNDACAO BRADESCO,4,1,68,0.0,52,76.47,446.12,Grupo 1,61.5,94.23,94.6,4.5,0.9,De 61 a 90 alunos
SE,Propriá,COLEGIO ESTADUAL CEL JOAO FERNANDES DE BRITTO,2,1,144,0.0,77,53.47,424.8,Grupo 2,65.8,76.62,82.9,6.3,10.8,Maior que 90 alunos
SE,Propriá,COLEGIO ESTADUAL JOANA DE FREITAS BARBOSA,2,1,106,0.0,67,63.21,416.34,Grupo 2,67.3,77.61,81.4,14.0,4.6,Maior que 90 alunos
SE,Santana do São Francisco,COLEGIO ESTADUAL ANTONIO MATHIAS BARROSO,2,1,76,0.0,39,51.32,423.01,Grupo 2,54.4,89.74,82.3,4.2,13.5,De 61 a 90 alunos
SE,Telha,COLEGIO ESTADUAL JOSE GUIMARAES LIMA,2,1,32,0.0,24,75.0,417.4,Grupo 1,73.8,83.33,75.6,12.2,12.2,De 31 a 60 alunos
SE,Capela,COLEGIO IMACULADA CONCEICAO,4,1,25,0.0,24,96.0,472.39,Grupo 3,53.8,95.83,92.0,8.0,0.0,De 1 a 30 alunos
SE,Capela,COLEGIO ESTADUAL IRMA MARIA CLEMENCIA,2,1,122,0.0,90,73.77,402.59,Grupo 1,77.6,86.67,82.8,10.0,7.2,Maior que 90 alunos
SE,Capela,COLEGIO UNIVERSO SANTA MARIA LTDA,4,1,23,0.0,21,91.3,415.98,Grupo 2,40.5,76.19,97.1,2.9,0.0,De 1 a 30 alunos
SE,Divina Pastora,COL ESTADUAL DR JOAO DE MELO PRADO,2,1,46,0.0,27,58.7,424.77,Grupo 2,69.2,88.89,83.4,2.5,14.1,De 31 a 60 alunos
SE,Santa Rosa de Lima,COLEGIO ESTADUAL DR EDELZIO VIEIRA DE MELO,2,1,41,0.0,34,82.93,410.22,Grupo 1,53.8,97.06,89.1,10.9,0.0,De 31 a 60 alunos
SE,Siriri,COLEGIO ESTADUAL CEL JOSE JOAQUIM BARBOSA,2,1,39,0.0,34,87.18,395.98,Grupo 2,77.0,88.24,75.0,19.1,5.9,De 31 a 60 alunos
SE,Carmópolis,COLEGIO ESTADUAL POETA JOSE SAMPAIO,2,1,83,0.0,57,68.67,407.39,Grupo 3,93.9,82.46,70.0,18.5,11.5,De 61 a 90 alunos
SE,General Maynard,COL EST PROFESSORA MARIA CONCEICAO DE SANTANA,2,1,33,0.0,19,57.58,411.98,Grupo 2,75.0,57.89,74.8,12.9,12.3,De 31 a 60 alunos
SE,Rosário do Catete,COLEGIO ESTADUAL LEANDRO MACIEL,2,1,56,0.0,31,55.36,427.05,Grupo 3,71.8,77.42,60.4,29.2,10.4,De 31 a 60 alunos
SE,Aracaju,COLEGIO PIO DECIMO LTDA - EPP,4,1,189,0.0,171,90.48,447.66,Grupo 3,61.5,70.76,94.5,5.0,0.5,Maior que 90 alunos
SE,Aracaju,COLEGIO PURIFICACAO LTDA,4,1,61,0.0,57,93.44,524.07,Grupo 5,74.0,73.68,94.1,5.9,0.0,De 61 a 90 alunos
SE,Aracaju,CENTRO EDUC CRIARTE,4,1,23,0.0,19,82.61,493.87,Grupo 4,73.2,78.95,77.1,20.0,2.9,De 1 a 30 alunos
SE,Aracaju,CENTRO EDUC PROF JOSE S DOS SANTOS,4,1,40,0.0,38,95.0,502.85,Grupo 4,58.9,63.16,86.8,13.2,0.0,De 31 a 60 alunos
SE,Aracaju,COESI ESCOLINHA DO RE MI,4,1,67,1.0,60,89.55,626.09,Grupo 5,74.5,60.0,97.3,2.7,0.0,De 61 a 90 alunos
SE,Aracaju,COL AGUIA LTDA,4,1,27,0.0,24,88.89,532.55,Grupo 5,78.6,50.0,92.3,5.1,2.6,De 1 a 30 alunos
SE,Aracaju,COL AMERICANO BATISTA,4,1,49,0.0,46,93.88,491.36,Grupo 5,77.8,65.22,86.7,13.3,0.0,De 31 a 60 alunos
SE,Aracaju,COLEGIO ARQUIDIOCESANO S CORACAO DE JESUS,4,1,119,0.0,111,93.28,606.12,Grupo 5,81.0,81.98,95.7,4.3,0.0,Maior que 90 alunos
SE,Aracaju,COL DE CIENCIAS PURA E APLICADA,4,1,90,0.0,85,94.44,657.08,Grupo 6,60.0,89.41,96.1,3.9,0.0,De 61 a 90 alunos
SE,Aracaju,COLEGIO DO SALVADOR,4,1,36,0.0,31,86.11,682.4,Grupo 6,61.5,83.87,97.5,0.0,2.5,De 31 a 60 alunos
SE,Aracaju,COL EST ATHENEU SERGIPENSE,2,1,240,0.0,230,95.83,505.72,Grupo 3,93.1,90.87,86.3,12.2,1.5,Maior que 90 alunos
SE,Aracaju,COL EST PRES CASTELO BRANCO,2,1,144,2.0,73,50.69,417.71,Grupo 2,76.9,54.79,68.1,29.8,2.1,Maior que 90 alunos
SE,Aracaju,COL EST PRES COSTA E SILVA,2,1,366,1.0,260,71.04,446.68,Grupo 3,73.1,68.08,64.6,27.5,7.9,Maior que 90 alunos
SE,Aracaju,COL PATROCINIO DE SAO JOSE,4,1,19,0.0,18,94.74,495.99,Grupo 4,72.5,88.89,94.4,5.6,0.0,De 1 a 30 alunos
SE,Aracaju,COLEGIO SALESIANO NOSSA SENHORA AUXILIADORA,4,1,79,0.0,77,97.47,591.68,Grupo 5,72.0,83.12,95.4,4.6,0.0,De 61 a 90 alunos
SE,Aracaju,COL UNIFICADO,4,1,103,0.0,89,86.41,471.31,Grupo 3,62.9,50.56,73.7,23.5,2.8,Maior que 90 alunos
SE,Aracaju,COLEGIO AMADEUS LTDA,4,1,181,0.0,177,97.79,685.91,Grupo 6,67.6,83.05,96.1,3.9,0.0,Maior que 90 alunos
SE,Aracaju,COLEGIO LAVOISIER,4,1,18,0.0,15,83.33,567.11,Grupo 4,64.1,60.0,81.8,18.2,0.0,De 1 a 30 alunos
SE,Aracaju,COLEGIO SANTANNA DE SERGIPE LTDA,4,1,38,0.0,35,92.11,521.15,Grupo 4,64.3,80.0,93.8,6.2,0.0,De 31 a 60 alunos
SE,Aracaju,CURSO COLEGIO MODULO LTDA,4,1,132,0.0,125,94.7,675.53,Grupo 6,71.4,80.0,88.0,12.0,0.0,Maior que 90 alunos
SE,Aracaju,COLEGIO ESTADUAL GOVERNADOR VALADARES,2,1,217,0.0,129,59.45,432.97,Grupo 3,81.6,58.91,39.9,27.0,33.1,Maior que 90 alunos
SE,Aracaju,COLEGIO ESTADUAL PROFESSOR JOAQUIM VIEIRA SOBRAL,2,1,22,0.0,11,50.0,479.56,Grupo 3,65.4,63.64,51.5,30.1,18.4,De 1 a 30 alunos
SE,Aracaju,COLEGIO ESTADUAL PROF G ROLLEMBERG LEITE,2,1,125,0.0,67,53.6,425.23,Grupo 3,75.0,56.72,67.6,19.3,13.1,Maior que 90 alunos
SE,Aracaju,COLEGIO ESTADUAL BARAO DE MAUA,2,1,231,2.0,162,70.13,434.38,Grupo 3,74.7,72.22,68.6,17.7,13.7,Maior que 90 alunos
SE,Aracaju,COLEGIO ESTADUAL DOM LUCIANO JOSE CABRAL DUARTE,2,1,392,2.0,340,86.73,451.16,Grupo 3,92.5,55.0,72.2,23.9,3.9,Maior que 90 alunos
SE,Aracaju,COLEGIO ESTADUAL LEANDRO MACIEL,2,1,40,0.0,28,70.0,438.41,Grupo 3,69.2,89.29,86.5,10.5,3.0,De 31 a 60 alunos
SE,Aracaju,COLEGIO ESTADUAL GOVERNADOR JOAO ALVES FILHO,2,1,65,0.0,57,87.69,436.08,Grupo 3,73.9,70.18,63.0,33.8,3.2,De 61 a 90 alunos
SE,Aracaju,COLEGIO ESTADUAL MINISTRO MARCO MACIEL,2,1,66,0.0,64,96.97,440.45,Grupo 3,86.2,87.5,80.5,16.6,2.9,De 61 a 90 alunos
SE,Aracaju,COLEGIO ESTADUAL PRESIDENTE EMILIO GARRASTAZU MEDICI,2,1,77,0.0,66,85.71,443.45,Grupo 3,74.6,74.24,78.6,13.4,8.0,De 61 a 90 alunos
SE,Aracaju,COLEGIO ESTADUAL TOBIAS BARRETO,2,1,139,1.0,128,92.09,467.88,Grupo 3,72.0,78.91,71.3,24.0,4.7,Maior que 90 alunos
SE,Aracaju,ESC ESTADUAL 24 DE OUTUBRO,2,1,20,0.0,16,80.0,445.34,Grupo 3,61.5,62.5,56.5,37.7,5.8,De 1 a 30 alunos
SE,Aracaju,COLEGIO ESTADUAL OLAVO BILAC,2,1,45,0.0,31,68.89,450.55,Grupo 2,52.1,61.29,66.5,16.8,16.7,De 31 a 60 alunos
SE,Aracaju,COLEGIO ESTADUAL MINIS PETRONIO PORTELA,2,1,156,0.0,98,62.82,421.69,Grupo 3,78.7,62.24,70.1,18.9,11.0,Maior que 90 alunos
SE,Aracaju,COL ESTADUAL JOHN KENNEDY,2,1,59,2.0,35,59.32,421.63,Grupo 3,62.4,74.29,70.7,24.0,5.3,De 31 a 60 alunos
SE,Aracaju,CAMPUS ARACAJU,1,1,146,1.0,103,70.55,552.42,Grupo 3,75.5,58.25,0.0,14.3,85.7,Maior que 90 alunos
SE,Aracaju,GREMIO ESCOLAR GRACCHO CARDOSO,4,1,59,0.0,50,84.75,500.33,Grupo 5,61.4,48.0,97.8,2.2,0.0,De 31 a 60 alunos
SE,Aracaju,INST DOM FERNANDO GOMES,4,1,156,0.0,152,97.44,528.05,Grupo 4,79.4,79.61,91.7,8.2,0.1,Maior que 90 alunos
SE,Aracaju,LICEU DE ESTUDOS INTEGRADOS,4,1,28,0.0,24,85.71,532.17,Grupo 5,67.6,41.67,91.0,8.1,0.9,De 1 a 30 alunos
SE,Aracaju,O MUNDO DA CRIANCA E COLEGIO SAO PAULO,4,1,41,0.0,38,92.68,622.08,Grupo 5,43.2,81.58,94.9,5.1,0.0,De 31 a 60 alunos
SE,Aracaju,SOC CULTURAL E ASSIST DOM JOSE THOMAZ,4,1,17,0.0,12,70.59,411.33,Grupo 3,75.0,16.67,85.7,7.1,7.2,De 1 a 30 alunos
SE,Nossa Senhora do Socorro,COLEGIO ESTADUAL PROFESSOR JOSE BARRETO FONTES,2,1,101,0.0,53,52.48,421.02,Grupo 2,65.1,69.81,49.5,19.0,31.5,Maior que 90 alunos
SE,Nossa Senhora do Socorro,COLEGIO ESTADUAL PROFESSOR ANTONIO FONTES FREITAS,2,1,76,2.0,55,72.37,438.93,Grupo 3,76.3,76.36,63.4,21.5,15.1,De 61 a 90 alunos
SE,Nossa Senhora do Socorro,COLEGIO ESTADUAL ALFREDO MONTES,2,1,51,0.0,28,54.9,419.31,Grupo 1,49.0,82.14,71.6,14.2,14.2,De 31 a 60 alunos
SE,Nossa Senhora do Socorro,COLEGIO ESTADUAL FREI INOCENCIO,2,1,20,0.0,16,80.0,385.06,Grupo 2,50.0,75.0,85.2,6.6,8.2,De 1 a 30 alunos
SE,São Cristóvão,COLEGIO ESTADUAL DEP ELISIO CARMELO,2,1,104,0.0,78,75.0,431.71,Grupo 2,89.4,87.18,50.0,42.8,7.2,Maior que 90 alunos
SE,São Cristóvão,COLEGIO DE APLICACAO DA UFS,1,1,56,0.0,54,96.43,627.0,Grupo 4,97.4,75.93,100.0,0.0,0.0,De 31 a 60 alunos
SE,São Cristóvão,COLEGIO ALTERNATIVO,4,1,23,0.0,22,95.65,494.0,Grupo 4,22.0,81.82,96.3,3.7,0.0,De 1 a 30 alunos
SE,São Cristóvão,IFS - CAMPUS SAO CRISTOVAO,1,2,71,0.0,62,87.32,428.34,Grupo 2,71.1,90.32,,,,De 61 a 90 alunos
SE,São Cristóvão,COLEGIO ESTADUAL PROF GLORITA PORTUGAL,2,1,122,0.0,73,59.84,415.73,Grupo 3,62.2,73.97,72.3,11.6,16.1,Maior que 90 alunos
SE,Arauá,COLEGIO ESTADUAL MANUEL BOMFIM,2,1,133,1.0,71,53.38,416.28,Grupo 2,73.3,84.51,58.5,15.5,26.0,Maior que 90 alunos
SE,Boquim,COLEGIO JOSE FERNANDES DA FONSECA,4,1,33,0.0,33,100.0,544.54,Grupo 4,69.2,84.85,100.0,0.0,0.0,De 31 a 60 alunos
SE,Boquim,COLEGIO ESTADUAL SEVERIANO CARDOSO,2,1,118,6.0,64,54.24,411.94,Grupo 2,63.9,90.63,78.7,7.7,13.6,Maior que 90 alunos
SE,Boquim,COLEGIO ESTADUAL CLEONICE SOARES FONSECA,2,1,138,0.0,107,77.54,430.73,Grupo 2,77.6,85.05,87.8,9.1,3.1,Maior que 90 alunos
SE,Pedrinhas,COLEGIO ESTADUAL DR JESSE FONTES,2,1,101,0.0,74,73.27,418.28,Grupo 2,63.2,85.14,88.1,1.4,10.5,Maior que 90 alunos
SE,Umbaúba,COLEGIO ESTADUAL DR ANTONIO GARCIA FILHO,2,1,166,0.0,119,71.69,436.15,Grupo 2,86.6,84.03,78.4,9.0,12.6,Maior que 90 alunos
SE,Umbaúba,COLEGIO SAO SALVADOR,4,1,10,0.0,10,100.0,481.02,Grupo 4,69.2,0.0,100.0,0.0,0.0,De 1 a 30 alunos
SE,Estância,COL ESTANCIANO DO IDE,4,1,45,0.0,42,93.33,488.65,Grupo 3,76.9,95.24,95.2,3.2,1.6,De 31 a 60 alunos
SE,Estância,COL SAGRADO CORACAO DE JESUS,4,1,25,0.0,22,88.0,536.03,Grupo 4,59.5,81.82,95.7,1.4,2.9,De 1 a 30 alunos
SE,Estância,COLEGIO ESTADUAL SENADOR WALTER FRANCO,2,1,93,1.0,59,63.44,421.34,Grupo 3,76.6,62.71,66.7,14.3,19.0,Maior que 90 alunos
SE,Estância,COLEGIO ESTADUAL GUMERCINDO BESSA,2,1,256,0.0,131,51.17,425.01,Grupo 2,75.6,78.63,67.9,12.4,19.7,Maior que 90 alunos
SE,Estância,ESCOLINHA DENGOSO LTDA,4,1,20,0.0,19,95.0,515.98,Grupo 4,83.8,57.89,100.0,0.0,0.0,De 1 a 30 alunos
SE,Indiaroba,COL EST PROF RAIMUNDO MENDONCA DE ARAUJO,2,1,137,0.0,81,59.12,400.99,Grupo 1,75.2,86.42,58.8,21.7,19.5,Maior que 90 alunos
SE,Itaporanga d'Ajuda,COLEGIO ESTADUAL FELISBELO FREIRE,2,1,270,2.0,140,51.85,410.76,Grupo 1,69.9,85.71,60.9,15.2,23.9,Maior que 90 alunos
SE,Porto da Folha,COLEGIO ESTADUAL GOVERNADOR LOURIVAL BAPTISTA,2,1,125,0.0,91,72.8,423.89,Grupo 1,73.6,81.32,73.5,14.1,12.4,Maior que 90 alunos
SE,Aracaju,COLEGIO OFENISIA FREIRE,4,1,18,0.0,11,61.11,437.37,Grupo 3,79.4,36.36,70.6,23.5,5.9,De 1 a 30 alunos
SE,Canindé de São Francisco,COLEGIO ESTADUAL DELMIRO DE MIRANDA BRITTO,2,1,157,0.0,91,57.96,424.09,Grupo 1,92.0,90.11,65.7,7.7,26.6,Maior que 90 alunos
SE,Gararu,COLEGIO ESTADUAL PROFESSOR JOSE AUGUSTO DA ROCHA LIMA,2,1,82,0.0,59,71.95,416.23,Grupo 1,92.3,94.92,75.5,6.2,18.3,De 61 a 90 alunos
SE,Umbaúba,COLEGIO ESTAD BENEDITO B DO NASCIMENTO,2,1,67,0.0,36,53.73,414.49,Grupo 1,61.7,80.56,75.5,7.2,17.3,De 61 a 90 alunos
SE,Aracaju,COLEGIO ESTADUAL GOV DJENAL TAVARES DE QUEIROZ,2,1,106,0.0,97,91.51,445.94,Grupo 2,72.0,61.86,64.3,17.8,17.9,Maior que 90 alunos
SE,Carmópolis,ESCOLA VIVA,4,1,17,0.0,15,88.24,463.86,Grupo 3,53.8,86.67,100.0,0.0,0.0,De 1 a 30 alunos
SE,Maruim,COLEGIO ESTADUAL FELIPE TIAGO GOMES,2,1,105,0.0,56,53.33,404.11,Grupo 2,70.1,82.14,77.6,7.4,15.0,Maior que 90 alunos
SE,Maruim,CEMA CENTRO EDUCACIONAL MARUINENSE,4,1,23,0.0,17,73.91,430.33,Grupo 3,60.0,82.35,85.7,14.3,0.0,De 1 a 30 alunos
SE,Japaratuba,COLEGIO ESTADUAL JOSE DE MATOS TELES,2,1,148,1.0,101,68.24,418.73,Grupo 2,60.2,88.12,61.5,20.8,17.7,Maior que 90 alunos
SE,Itabaianinha,COL EST DEPUTADO RAIMUNDO LIMA VIEIRA,2,1,218,2.0,137,62.84,438.85,Grupo 1,91.1,88.32,73.6,9.8,16.6,Maior que 90 alunos
SE,Itabaianinha,COLEGIO MUNDO CRIATIVO,4,1,27,0.0,22,81.48,503.25,Grupo 3,64.3,81.82,95.9,4.1,0.0,De 1 a 30 alunos
SE,Ribeirópolis,COLEGIO ESTADUAL JOAO XXIII,2,1,102,0.0,86,84.31,463.59,Grupo 2,78.2,84.88,71.9,17.9,10.2,Maior que 90 alunos
SE,Aracaju,NOSSA ESCOLA III LTDA,4,1,11,3.0,11,100.0,639.72,Grupo 6,64.3,54.55,87.0,13.0,0.0,De 1 a 30 alunos
SE,Aracaju,COLEGIO OMEGA,4,1,70,0.0,62,88.57,466.48,Grupo 4,76.0,40.32,96.0,4.0,0.0,De 61 a 90 alunos
SE,Aracaju,JFGG E CIA LTDA,4,1,88,0.0,80,90.91,522.3,Grupo 5,78.9,57.5,77.6,22.0,0.4,De 61 a 90 alunos
SE,Tomar do Geru,COLEGIO ESTADUAL PREFEITO PEDRO DE BALBINO,2,1,140,0.0,74,52.86,406.66,Grupo 1,80.8,95.95,70.8,18.1,11.1,Maior que 90 alunos
SE,Tobias Barreto,COLEGIO IRMA MARIELE,4,1,21,0.0,21,100.0,485.09,Grupo 3,60.0,76.19,92.9,5.4,1.7,De 1 a 30 alunos
SE,Nossa Senhora do Socorro,COLEGIO ESTADUAL PROF NILSON SOCORRO,2,1,44,0.0,29,65.91,434.59,Grupo 3,79.3,75.86,70.3,18.3,11.4,De 31 a 60 alunos
SE,Aracaju,CENTRO DE EXCELENCIA MASTER,4,1,153,0.0,144,94.12,715.06,Grupo 6,73.1,84.72,93.9,6.1,0.0,Maior que 90 alunos
SE,Malhador,COLEGIO NOTA DEZ,4,1,16,0.0,15,93.75,573.47,Grupo 3,64.5,100.0,89.8,6.1,4.1,De 1 a 30 alunos
SE,Aracaju,COLEGIO EST SEN JOSE ALVES DO NASCIMENTO,2,1,24,0.0,12,50.0,432.02,Grupo 2,69.2,91.67,72.5,16.5,11.0,De 1 a 30 alunos
SE,São Cristóvão,COLEGIO EST PROF HAMILTON ALVES ROCHA,2,1,125,1.0,93,74.4,440.03,Grupo 2,69.8,77.42,70.7,13.1,16.2,Maior que 90 alunos
SE,Poço Redondo,COLEGIO ESTADUAL PROFESSORA NOEMIA DE SOUZA,2,2,53,0.0,29,54.72,426.76,Grupo 1,70.0,82.76,72.6,15.8,11.6,De 31 a 60 alunos
SE,Aracaju,COLEGIO SAN RAFAEL LTDA,4,1,42,0.0,41,97.62,559.02,Grupo 4,83.3,7.32,84.7,14.5,0.8,De 31 a 60 alunos
SE,Aracaju,IDEAL CURSOS E COLEGIO,4,1,217,0.0,202,93.09,711.76,Grupo 6,80.3,58.42,93.4,6.6,0.0,Maior que 90 alunos
SE,Aracaju,CENTRO DE EDUCACAO DE ENS FUNDAMENTAL E MEDIO DO SESI JAIR MENEGUELLI,4,1,322,0.0,297,92.24,500.53,Grupo 3,85.2,88.22,88.4,11.6,0.0,Maior que 90 alunos
SE,Lagarto,COLEGIO JOSE AUGUSTO VIEIRA,4,1,96,0.0,89,92.71,550.6,Grupo 4,82.1,92.13,94.4,5.6,0.0,Maior que 90 alunos
SE,Itabaiana,ALTERNATIVO CURSO E COLEGIO,4,1,87,0.0,87,100.0,638.71,Grupo 4,88.5,78.16,90.3,9.7,0.0,De 61 a 90 alunos
SE,Aracaju,COLEGIO ESTADUAL VITORIA DE SANTA MARIA,2,1,190,3.0,115,60.53,411.3,Grupo 2,82.2,82.61,60.6,15.6,23.8,Maior que 90 alunos
SE,Nossa Senhora do Socorro,CONCENAL - CONTEMPORANEO CENTRO EDUCACIONAL,4,1,26,0.0,19,73.08,454.12,Grupo 3,53.8,94.74,99.0,0.0,1.0,De 1 a 30 alunos
SE,Aracaju,CENTRO EDUCACIONAL MORONI,4,1,37,0.0,32,86.49,426.04,Grupo 3,85.1,68.75,99.0,1.0,0.0,De 31 a 60 alunos
SE,Barra dos Coqueiros,CENTRO EDUCACIONAL MUNDO MAGICO,4,1,20,0.0,14,70.0,457.46,Grupo 3,50.0,71.43,98.0,2.0,0.0,De 1 a 30 alunos
SE,Aracaju,COLEGIO VERA CRUZ,4,1,11,0.0,10,90.91,499.19,Grupo 4,51.1,70.0,100.0,0.0,0.0,De 1 a 30 alunos
SE,Aracaju,CEA - CENTRO EDUCACIONAL DE APRENDIZAGEM LTDA-ME,4,1,22,0.0,19,86.36,443.81,Grupo 3,73.0,73.68,92.5,4.5,3.0,De 1 a 30 alunos
